URL Template,Name

https://www.amazon.com/s/?field-keywords=%s,amazon

https://www.google.com/search?q=%s,google

https://en.wikipedia.org/w/index.php?search=%s,wiki

https://github.com/Bandwidth/%s,github
